datetime,tokyo_price
2017-09-24,9.468190476190475
2017-10-01,9.564
2017-10-08,8.636571428571429
2017-10-15,13.51
2017-10-22,14.953047619047618
2017-10-29,8.474761904761905
2017-11-05,8.269904761904762
2017-11-12,8.352857142857143
2017-11-19,8.725333333333333
2017-11-26,10.143809523809523
2017-12-03,9.296380952380952
2017-12-10,9.893714285714285
2017-12-17,10.453619047619046
2017-12-24,11.005142857142857
2017-12-31,10.641619047619047
2018-01-07,9.266857142857143
2018-01-14,10.372095238095238
2018-01-21,10.564190476190475
2018-01-28,18.562380952380952
2018-02-04,19.534095238095237
2018-02-11,18.857238095238095
2018-02-18,14.32047619047619
2018-02-25,14.796
2018-03-04,12.321619047619047
2018-03-11,12.278666666666666
2018-03-18,9.831047619047618
2018-03-25,11.62495238095238
2018-04-01,7.897523809523809
2018-04-08,8.286190476190475
2018-04-15,8.033333333333333
2018-04-22,8.412571428571429
2018-04-29,9.81752380952381
2018-05-06,8.799238095238096
2018-05-13,9.772380952380951
2018-05-20,9.207904761904762
2018-05-27,9.376095238095239
2018-06-03,10.663142857142857
2018-06-10,10.515333333333333
2018-06-17,10.90904761904762
2018-06-24,9.890571428571429
2018-07-01,11.015238095238095
2018-07-08,13.14495238095238
2018-07-15,12.416666666666666
2018-07-22,23.38657142857143
2018-07-29,26.764380952380954
2018-08-05,23.09285714285714
2018-08-12,19.246190476190474
2018-08-19,11.14409523809524
2018-08-26,21.41409523809524
2018-09-02,18.113333333333333
2018-09-09,15.396476190476191
2018-09-16,10.996190476190476
2018-09-23,10.814571428571428
2018-09-30,10.410095238095238
2018-10-07,10.908380952380954
2018-10-14,11.75904761904762
2018-10-21,11.784857142857144
2018-10-28,10.233142857142857
2018-11-04,10.323428571428572
2018-11-11,11.563619047619047
2018-11-18,10.55247619047619
2018-11-25,11.565809523809525
2018-12-02,11.170190476190475
2018-12-09,11.482666666666667
2018-12-16,14.064285714285715
2018-12-23,11.864095238095238
2018-12-30,11.214190476190476
2019-01-06,8.830666666666668
2019-01-13,11.481904761904762
2019-01-20,11.65952380952381
2019-01-27,12.102095238095238
2019-02-03,12.308095238095238
2019-02-10,11.421714285714286
2019-02-17,12.401142857142856
2019-02-24,9.941809523809525
2019-03-03,9.972666666666667
2019-03-10,11.18552380952381
2019-03-17,9.193142857142856
2019-03-24,9.142190476190477
2019-03-31,9.533714285714286
2019-04-07,9.043714285714286
2019-04-14,17.548761904761903
2019-04-21,8.632761904761905
2019-04-28,10.04847619047619
2019-05-05,8.452285714285715
2019-05-12,8.287809523809525
2019-05-19,8.45742857142857
2019-05-26,9.581238095238096
2019-06-02,11.658666666666667
2019-06-09,9.710952380952381
2019-06-16,8.639714285714286
2019-06-23,9.534571428571429
2019-06-30,9.92952380952381
2019-07-07,8.918952380952382
2019-07-14,7.00047619047619
2019-07-21,8.594952380952382
2019-07-28,9.768571428571429
2019-08-04,23.941904761904762
2019-08-11,32.44114285714286
2019-08-18,10.595619047619047
2019-08-25,15.585333333333333
2019-09-01,9.86542857142857
2019-09-08,9.685238095238097
2019-09-15,20.15066666666667
2019-09-22,9.58495238095238
2019-09-29,9.454666666666666
2019-10-06,12.811238095238096
2019-10-13,11.32009523809524
2019-10-20,9.825428571428573
2019-10-27,9.700571428571427
2019-11-03,9.20752380952381
2019-11-10,7.7813333333333325
2019-11-17,9.266761904761905
2019-11-24,9.69247619047619
2019-12-01,12.692285714285715
2019-12-08,9.776380952380952
2019-12-15,9.120761904761904
2019-12-22,9.813142857142859
2019-12-29,9.576952380952381
2020-01-05,6.469619047619047
2020-01-12,9.30295238095238
2020-01-19,8.816095238095238
2020-01-26,8.64752380952381
2020-02-02,9.594
2020-02-09,8.324666666666667
2020-02-16,7.886666666666667
2020-02-23,7.0713333333333335
2020-03-01,7.714952380952381
2020-03-08,8.416571428571428
2020-03-15,7.298952380952381
2020-03-22,6.760380952380952
2020-03-29,6.5440000000000005
2020-04-05,8.202142857142857
